"","Opponent","regular_1_position","Player","Away","Home","matchup","Team","regular_1_name","regular_1_min","regular_1_pts","regular_1_fg","regular_1_fg3","regular_1_reb","regular_1_ast","regular_1_game_date","regular_1_matchup","regular_2_name","regular_2_position","regular_2_min","regular_2_pts","regular_2_fg","regular_2_fg3","regular_2_reb","regular_2_ast","regular_2_game_date","regular_2_matchup","regular_3_name","regular_3_position","regular_3_min","regular_3_pts","regular_3_fg","regular_3_fg3","regular_3_reb","regular_3_ast","regular_3_game_date","regular_3_matchup","regular_4_name","regular_4_position","regular_4_min","regular_4_pts","regular_4_fg","regular_4_fg3","regular_4_reb","regular_4_ast","regular_4_game_date","regular_4_matchup","regular_5_name","regular_5_position","regular_5_min","regular_5_pts","regular_5_fg","regular_5_fg3","regular_5_reb","regular_5_ast","regular_5_game_date","regular_5_matchup","regular_6_name","regular_6_position","regular_6_min","regular_6_pts","regular_6_fg","regular_6_fg3","regular_6_reb","regular_6_ast","regular_6_game_date","regular_6_matchup","regular_7_name","regular_7_position","regular_7_min","regular_7_pts","regular_7_fg","regular_7_fg3","regular_7_reb","regular_7_ast","regular_7_game_date","regular_7_matchup","regular_8_name","regular_8_position","regular_8_min","regular_8_pts","regular_8_fg","regular_8_fg3","regular_8_reb","regular_8_ast","regular_8_game_date","regular_8_matchup","regular_9_name","regular_9_position","regular_9_min","regular_9_pts","regular_9_fg","regular_9_fg3","regular_9_reb","regular_9_ast","regular_9_game_date","regular_9_matchup","regular_10_name","regular_10_position","regular_10_min","regular_10_pts","regular_10_fg","regular_10_fg3","regular_10_reb","regular_10_ast","regular_10_game_date","regular_10_matchup","regular_11_name","regular_11_position","regular_11_min","regular_11_pts","regular_11_fg","regular_11_fg3","regular_11_reb","regular_11_ast","regular_11_game_date","regular_11_matchup","regular_12_name","regular_12_position","regular_12_min","regular_12_pts","regular_12_fg","regular_12_fg3","regular_12_reb","regular_12_ast","regular_12_game_date","regular_12_matchup","regular_13_name","regular_13_position","regular_13_min","regular_13_pts","regular_13_fg","regular_13_fg3","regular_13_reb","regular_13_ast","regular_13_game_date","regular_13_matchup","regular_14_name","regular_14_position","regular_14_min","regular_14_pts","regular_14_fg","regular_14_fg3","regular_14_reb","regular_14_ast","regular_14_game_date","regular_14_matchup","regular_15_name","regular_15_position","regular_15_min","regular_15_pts","regular_15_fg","regular_15_fg3","regular_15_reb","regular_15_ast","regular_15_game_date","regular_15_matchup","regular_16_name","regular_16_position","regular_16_min","regular_16_pts","regular_16_fg","regular_16_fg3","regular_16_reb","regular_16_ast","regular_16_game_date","regular_16_matchup","regular_17_name","regular_17_position","regular_17_min","regular_17_pts","regular_17_fg","regular_17_fg3","regular_17_reb","regular_17_ast","regular_17_game_date","regular_17_matchup","regular_18_name","regular_18_position","regular_18_min","regular_18_pts","regular_18_fg","regular_18_fg3","regular_18_reb","regular_18_ast","regular_18_game_date","regular_18_matchup","regular_19_name","regular_19_position","regular_19_min","regular_19_pts","regular_19_fg","regular_19_fg3","regular_19_reb","regular_19_ast","regular_19_game_date","regular_19_matchup","regular_20_name","regular_20_position","regular_20_min","regular_20_pts","regular_20_fg","regular_20_fg3","regular_20_reb","regular_20_ast","regular_20_game_date","regular_20_matchup","opponent_1_name","opponent_1_position","opponent_1_min","opponent_1_pts","opponent_1_fg","opponent_1_fg3","opponent_1_reb","opponent_1_ast","opponent_1_game_date","opponent_1_matchup","opponent_2_name","opponent_2_position","opponent_2_min","opponent_2_pts","opponent_2_fg","opponent_2_fg3","opponent_2_reb","opponent_2_ast","opponent_2_game_date","opponent_2_matchup","opponent_3_name","opponent_3_position","opponent_3_min","opponent_3_pts","opponent_3_fg","opponent_3_fg3","opponent_3_reb","opponent_3_ast","opponent_3_game_date","opponent_3_matchup","opponent_4_name","opponent_4_position","opponent_4_min","opponent_4_pts","opponent_4_fg","opponent_4_fg3","opponent_4_reb","opponent_4_ast","opponent_4_game_date","opponent_4_matchup","opponent_5_name","opponent_5_position","opponent_5_min","opponent_5_pts","opponent_5_fg","opponent_5_fg3","opponent_5_reb","opponent_5_ast","opponent_5_game_date","opponent_5_matchup","PotentialAssists","Matchup_Points.7","Matchup_Rebounds.7","Matchup_Assists.7","Matchup_3PM.7","Matchup_FG%.7","Matchup_Points.15","Matchup_Rebounds.15","Matchup_Assists.15","Matchup_3PM.15","Matchup_FG%.15","Matchup_Points.30","Matchup_Rebounds.30","Matchup_Assists.30","Matchup_3PM.30","Matchup_FG%.30"
"127","DET","SF","KZ Okpala","SAC","DET","SAC - DET","SAC","KZ Okpala","8","3","1-1","1-1","1","0","2022-12-14","SAC-PHI","KZ Okpala","SF","4","0","0-0","0-0","0","1","2022-12-11","SAC-NYK","KZ Okpala","SF","4","0","0-0","0-0","0","0","2022-12-10","SAC-CLE","KZ Okpala","SF","8","0","0-1","0-1","2","0","2022-12-08","SAC-MIL","KZ Okpala","SF","18","4","2-3","0-1","4","2","2022-12-04","CHI-SAC","KZ Okpala","SF","18","6","2-6","0-1","3","1","2022-12-03","SAC-LAC","KZ Okpala","SF","15","3","1-1","1-1","4","1","2022-12-01","IND-SAC","KZ Okpala","SF","5","2","1-2","0-0","0","0","2022-11-29","PHO-SAC","KZ Okpala","SF","21","7","3-5","1-2","4","1","2022-11-26","SAC-BOS","KZ Okpala","SF","0","0","0-0","0-0","0","0","2022-11-24","SAC-ATL","KZ Okpala","SF","2","0","0-0","0-0","0","1","2022-11-18","SAS-SAC","KZ Okpala","SF","12","6","1-1","0-0","0","0","2022-11-16","BRK-SAC","KZ Okpala","SF","0","0","0-0","0-0","0","0","2022-10-31","SAC-CHO","KZ Okpala","SF","0","0","0-0","0-0","0","0","2022-10-29","MIA-SAC","KZ Okpala","SF","1","0","0-0","0-0","0","0","2022-10-28","MEM-SAC","KZ Okpala","SF","4","0","0-1","0-1","1","0","2022-10-24","SAC-GSW","KZ Okpala","SF","18","3","1-3","1-2","3","1","2022-10-23","LAC-SAC","KZ Okpala","SF","16","0","0-1","0-1","2","1","2022-10-20","POR-SAC","KZ Okpala","SF","16","6","3-4","0-0","0","1","2021-12-29","WAS-MIA","KZ Okpala","SF","12","3","1-3","1-1","2","2","2021-12-24","DET-MIA","KZ Okpala","SF","12","3","1-3","1-1","2","2","2021-12-24","DET-MIA","KZ Okpala","SF","15","2","1-4","0-0","2","0","2021-12-19","MIA-DET","KZ Okpala","SF","34","17","6-9","0-1","5","2","2021-05-17","MIA-DET","KZ Okpala","SF","4","0","0-0","0-0","0","0","2021-01-19","DET-MIA","KZ Okpala","SF","27","16","6-9","4-5","1","1","2021-01-17","DET-MIA",NA,23.22,6.94,2.75,4.3,44.91,22.06,7.37,2.76,3.35,42.72,21.81,7.35,3.43,2.94,42.66
"128","DET","SF","Keegan Murray","SAC","DET","SAC - DET","SAC","Keegan Murray","32","10","4-12","2-8","4","0","2022-12-15","SAC-TOR","Keegan Murray","SF","21","3","1-5","1-4","2","1","2022-12-14","SAC-PHI","Keegan Murray","SF","35","18","6-15","3-8","7","0","2022-12-11","SAC-NYK","Keegan Murray","SF","30","18","6-8","6-8","2","0","2022-12-10","SAC-CLE","Keegan Murray","SF","27","15","6-10","3-6","4","1","2022-12-08","SAC-MIL","Keegan Murray","SF","24","11","4-7","3-5","4","0","2022-12-04","CHI-SAC","Keegan Murray","SF","28","23","8-15","3-8","7","1","2022-12-03","SAC-LAC","Keegan Murray","SF","26","14","4-12","2-9","6","0","2022-12-01","IND-SAC","Keegan Murray","SF","23","11","5-11","1-1","2","1","2022-11-29","PHO-SAC","Keegan Murray","SF","23","3","1-8","1-6","10","0","2022-11-26","SAC-BOS","Keegan Murray","SF","21","4","0-5","0-3","4","0","2022-11-24","SAC-ATL","Keegan Murray","SF","24","2","1-8","0-4","3","2","2022-11-23","SAC-MEM","Keegan Murray","SF","35","13","4-10","1-6","2","1","2022-11-20","DET-SAC","Keegan Murray","SF","12","4","2-6","0-2","3","0","2022-11-16","BRK-SAC","Keegan Murray","SF","37","21","8-15","5-9","4","0","2022-11-14","GSW-SAC","Keegan Murray","SF","26","2","1-4","0-3","1","0","2022-11-12","SAC-LAL","Keegan Murray","SF","33","14","5-10","4-7","3","1","2022-11-10","CLE-SAC","Keegan Murray","SF","27","6","2-7","1-4","7","2","2022-11-08","SAC-GSW","Keegan Murray","SF","24","3","1-6","1-4","2","0","2022-11-05","SAC-ORL","Keegan Murray","SF","27","7","3-7","1-5","4","3","2022-11-02","SAC-MIA","Keegan Murray","SF","35","13","4-10","1-6","2","1","2022-11-20","DET-SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.22,6.94,2.75,4.3,44.91,22.06,7.37,2.76,3.35,42.72,21.81,7.35,3.43,2.94,42.66
"129","DET","SG","Malik Monk","SAC","DET","SAC - DET","SAC","Malik Monk","33","24","6-13","5-10","3","3","2022-12-15","SAC-TOR","Malik Monk","SG","24","16","4-10","1-5","3","4","2022-12-14","SAC-PHI","Malik Monk","SG","23","12","3-15","2-8","4","1","2022-12-11","SAC-NYK","Malik Monk","SG","22","9","4-8","1-5","1","0","2022-12-10","SAC-CLE","Malik Monk","SG","29","16","7-19","1-7","6","1","2022-12-08","SAC-MIL","Malik Monk","SG","24","20","8-16","3-9","2","5","2022-12-04","CHI-SAC","Malik Monk","SG","16","13","5-11","3-5","0","2","2022-12-03","SAC-LAC","Malik Monk","SG","20","20","6-9","3-6","4","6","2022-12-01","IND-SAC","Malik Monk","SG","30","30","12-17","2-5","1","8","2022-11-29","PHO-SAC","Malik Monk","SG","23","9","4-12","1-6","2","3","2022-11-26","SAC-BOS","Malik Monk","SG","26","27","12-18","3-7","0","4","2022-11-24","SAC-ATL","Malik Monk","SG","23","14","5-13","2-8","2","4","2022-11-23","SAC-MEM","Malik Monk","SG","19","8","3-6","0-2","1","3","2022-11-20","DET-SAC","Malik Monk","SG","28","26","11-19","4-9","4","2","2022-11-18","SAS-SAC","Malik Monk","SG","17","15","6-9","1-2","3","6","2022-11-16","BRK-SAC","Malik Monk","SG","24","12","2-8","1-4","1","4","2022-11-14","GSW-SAC","Malik Monk","SG","21","8","3-7","0-2","1","3","2022-11-12","SAC-LAL","Malik Monk","SG","27","14","4-9","3-5","2","5","2022-11-10","CLE-SAC","Malik Monk","SG","31","24","7-16","3-8","6","4","2022-11-08","SAC-GSW","Malik Monk","SG","29","15","5-10","3-7","1","5","2022-11-05","SAC-ORL","Malik Monk","SG","19","8","3-6","0-2","1","3","2022-11-20","DET-SAC","Malik Monk","SG","22","2","1-5","0-3","2","2","2021-11-29","DET-LAL","Malik Monk","SG","12","6","2-3","0-1","3","2","2021-11-21","LAL-DET","Malik Monk","SG","19","2","0-8","0-5","3","2","2021-05-04","CHO-DET","Malik Monk","SG","22","11","4-8","2-3","2","2","2021-05-01","DET-CHO",6.5,24.57,6.22,5.07,2.78,44.96,23.9,6.87,5.01,3.09,44.96,23.07,6.94,5.43,2.94,43.76
"130","DET","SG","Terence Davis","SAC","DET","SAC - DET","SAC","Terence Davis","25","19","7-14","5-12","3","2","2022-12-15","SAC-TOR","Terence Davis","SG","14","12","5-8","2-5","2","1","2022-12-14","SAC-PHI","Terence Davis","SG","9","0","0-3","0-3","3","0","2022-12-11","SAC-NYK","Terence Davis","SG","11","2","1-5","0-2","3","3","2022-12-03","SAC-LAC","Terence Davis","SG","17","15","5-13","3-8","4","2","2022-12-01","IND-SAC","Terence Davis","SG","19","11","4-8","3-5","8","1","2022-11-29","PHO-SAC","Terence Davis","SG","14","3","1-2","1-2","3","1","2022-11-26","SAC-BOS","Terence Davis","SG","9","0","0-1","0-0","2","0","2022-11-24","SAC-ATL","Terence Davis","SG","9","0","0-4","0-4","1","2","2022-11-23","SAC-MEM","Terence Davis","SG","3","3","1-3","1-1","0","0","2022-11-20","DET-SAC","Terence Davis","SG","15","5","2-7","1-3","3","3","2022-11-18","SAS-SAC","Terence Davis","SG","26","31","12-16","7-10","9","4","2022-11-16","BRK-SAC","Terence Davis","SG","18","5","2-4","1-3","6","2","2022-11-14","GSW-SAC","Terence Davis","SG","13","12","4-6","2-4","0","1","2022-11-12","SAC-LAL","Terence Davis","SG","18","9","3-8","3-7","5","1","2022-11-08","SAC-GSW","Terence Davis","SG","8","5","2-5","1-3","1","3","2022-11-05","SAC-ORL","Terence Davis","SG","8","4","0-3","0-3","3","2","2022-11-02","SAC-MIA","Terence Davis","SG","4","3","1-1","0-0","2","1","2022-10-31","SAC-CHO","Terence Davis","SG","5","0","0-1","0-1","0","0","2022-10-29","MIA-SAC","Terence Davis","SG","11","3","1-5","1-4","2","1","2022-10-28","MEM-SAC","Terence Davis","SG","3","3","1-3","1-1","0","0","2022-11-20","DET-SAC","Terence Davis","SG","38","35","11-23","7-13","6","3","2022-01-20","DET-SAC","Terence Davis","SG","16","1","0-3","0-2","1","2","2021-04-09","DET-SAC","Terence Davis","SG","21","6","2-11","0-5","3","2","2021-03-04","DET-TOR","Terence Davis","SG","11","5","2-4","1-2","1","0","2020-02-01","TOR-DET",NA,24.57,6.22,5.07,2.78,44.96,23.9,6.87,5.01,3.09,44.96,23.07,6.94,5.43,2.94,43.76
"131","DET","SG","Kevin Huerter","SAC","DET","SAC - DET","SAC","Kevin Huerter","24","7","3-8","1-5","0","1","2022-12-14","SAC-PHI","Kevin Huerter","SG","39","17","6-16","2-9","5","6","2022-12-11","SAC-NYK","Kevin Huerter","SG","34","19","7-15","3-7","5","2","2022-12-10","SAC-CLE","Kevin Huerter","SG","33","13","5-9","3-6","3","3","2022-12-08","SAC-MIL","Kevin Huerter","SG","32","12","5-18","1-11","0","3","2022-12-04","CHI-SAC","Kevin Huerter","SG","30","12","4-8","1-3","2","4","2022-12-03","SAC-LAC","Kevin Huerter","SG","28","13","5-10","2-6","5","0","2022-12-01","IND-SAC","Kevin Huerter","SG","32","18","8-15","0-5","7","3","2022-11-29","PHO-SAC","Kevin Huerter","SG","32","7","2-10","0-6","3","3","2022-11-26","SAC-BOS","Kevin Huerter","SG","29","13","4-10","3-7","3","5","2022-11-24","SAC-ATL","Kevin Huerter","SG","33","18","6-10","4-7","6","1","2022-11-23","SAC-MEM","Kevin Huerter","SG","38","24","10-19","4-11","5","5","2022-11-20","DET-SAC","Kevin Huerter","SG","34","7","3-11","1-5","2","6","2022-11-18","SAS-SAC","Kevin Huerter","SG","30","19","7-10","5-7","2","3","2022-11-16","BRK-SAC","Kevin Huerter","SG","32","17","6-9","4-6","5","4","2022-11-14","GSW-SAC","Kevin Huerter","SG","32","16","6-13","4-9","6","2","2022-11-12","SAC-LAL","Kevin Huerter","SG","30","14","3-7","2-5","0","2","2022-11-10","CLE-SAC","Kevin Huerter","SG","32","11","4-9","3-6","3","1","2022-11-08","SAC-GSW","Kevin Huerter","SG","32","9","3-7","3-6","1","2","2022-11-05","SAC-ORL","Kevin Huerter","SG","38","22","9-17","4-9","2","2","2022-11-02","SAC-MIA","Kevin Huerter","SG","38","24","10-19","4-11","5","5","2022-11-20","DET-SAC","Kevin Huerter","SG","28","8","3-12","2-7","2","2","2022-03-23","ATL-DET","Kevin Huerter","SG","27","14","5-8","2-3","1","4","2021-10-25","DET-ATL","Kevin Huerter","SG","27","15","6-10","1-3","1","2","2021-04-26","ATL-DET","Kevin Huerter","SG","39","17","6-12","3-4","5","4","2021-01-21","DET-ATL",5.5,24.57,6.22,5.07,2.78,44.96,23.9,6.87,5.01,3.09,44.96,23.07,6.94,5.43,2.94,43.76
"132","GSW","C","Joel Embiid","GSW","PHI","GSW - PHI","PHI","Joel Embiid","30","31","10-16","0-1","7","2","2022-12-14","SAC-PHI","Joel Embiid","C","34","53","20-32","2-3","12","3","2022-12-11","CHO-PHI","Joel Embiid","C","46","38","14-19","3-4","12","5","2022-12-10","LAL-PHI","Joel Embiid","C","35","39","12-21","1-2","7","3","2022-12-06","PHI-HOU","Joel Embiid","C","41","35","13-26","1-3","11","8","2022-12-03","PHI-MEM","Joel Embiid","C","29","19","6-16","0-0","6","6","2022-12-01","PHI-CLE","Joel Embiid","C","35","30","9-18","0-1","8","7","2022-11-29","ATL-PHI","Joel Embiid","C","36","32","6-15","2-4","9","6","2022-11-20","MIN-PHI","Joel Embiid","C","37","32","12-26","2-6","11","8","2022-11-19","MIL-PHI","Joel Embiid","C","37","59","19-28","1-5","11","8","2022-11-14","UTA-PHI","Joel Embiid","C","40","42","14-25","1-6","10","6","2022-11-13","ATL-PHI","Joel Embiid","C","32","26","9-18","0-3","13","2","2022-11-11","PHI-ATL","Joel Embiid","C","37","33","8-21","1-4","10","5","2022-11-08","PHO-PHI","Joel Embiid","C","32","25","9-15","1-2","7","4","2022-10-30","PHI-CHI","Joel Embiid","C","38","31","12-17","2-4","5","3","2022-10-26","PHI-TOR","Joel Embiid","C","28","26","8-13","1-3","5","2","2022-10-24","IND-PHI","Joel Embiid","C","36","40","14-25","0-2","13","3","2022-10-22","SAS-PHI","Joel Embiid","C","36","15","6-21","1-3","12","3","2022-10-20","MIL-PHI","Joel Embiid","C","37","26","9-18","1-6","15","5","2022-10-18","PHI-BOS","Joel Embiid","C","44","20","7-24","2-8","12","2","2022-05-12","MIA-PHI","Joel Embiid","C","33","26","7-16","1-4","9","4","2021-12-12","GSW-PHI","Joel Embiid","C","32","28","8-21","1-3","13","8","2021-04-19","GSW-PHI","Joel Embiid","C","26","24","9-13","1-3","10","1","2020-01-29","GSW-PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,23.5,12.55,2.73,1.82,65.62,20.79,13.52,2.23,1.02,62.63,23.87,15.2,3.68,0.92,56.95
"133","GSW","C","Montrezl Harrell","GSW","PHI","GSW - PHI","PHI","Montrezl Harrell","12","0","0-2","0-0","3","1","2022-12-14","SAC-PHI","Montrezl Harrell","C","13","9","4-5","0-0","3","4","2022-12-11","CHO-PHI","Montrezl Harrell","C","3","0","0-0","0-0","1","0","2022-12-10","LAL-PHI","Montrezl Harrell","C","5","0","0-1","0-0","1","0","2022-12-06","PHI-HOU","Montrezl Harrell","C","8","2","1-1","0-0","3","1","2022-12-01","PHI-CLE","Montrezl Harrell","C","18","9","3-6","0-0","7","1","2022-11-27","PHI-ORL","Montrezl Harrell","C","28","14","5-8","0-0","8","1","2022-11-26","PHI-ORL","Montrezl Harrell","C","22","16","4-7","0-0","7","1","2022-11-24","PHI-CHO","Montrezl Harrell","C","16","6","2-8","0-0","7","0","2022-11-23","BRK-PHI","Montrezl Harrell","C","7","3","1-1","0-0","0","1","2022-11-20","MIN-PHI","Montrezl Harrell","C","5","1","0-0","0-0","1","0","2022-11-19","MIL-PHI","Montrezl Harrell","C","6","4","2-3","0-0","2","0","2022-11-14","UTA-PHI","Montrezl Harrell","C","3","8","3-3","0-0","2","0","2022-11-11","PHI-ATL","Montrezl Harrell","C","29","14","4-6","0-0","7","1","2022-11-04","NYK-PHI","Montrezl Harrell","C","12","0","0-1","0-0","1","0","2022-11-02","WAS-PHI","Montrezl Harrell","C","14","7","3-6","0-0","4","0","2022-10-31","PHI-WAS","Montrezl Harrell","C","12","3","1-4","0-0","4","2","2022-10-30","PHI-CHI","Montrezl Harrell","C","17","9","4-4","0-0","2","2","2022-10-28","PHI-TOR","Montrezl Harrell","C","4","0","0-0","0-0","1","0","2022-10-26","PHI-TOR","Montrezl Harrell","C","11","5","0-2","0-0","0","0","2022-10-24","IND-PHI","Montrezl Harrell","C","25","27","11-14","0-1","5","1","2021-03-16","LAL-GSW","Montrezl Harrell","C","11","6","3-7","0-0","3","0","2021-03-01","GSW-LAL","Montrezl Harrell","C","28","17","7-8","0-0","8","1","2021-01-19","GSW-LAL","Montrezl Harrell","C","20","14","6-12","0-1","4","2","2020-03-11","LAC-GSW","Montrezl Harrell","C","30","11","5-9","0-0","10","3","2020-01-11","GSW-LAC",NA,23.5,12.55,2.73,1.82,65.62,20.79,13.52,2.23,1.02,62.63,23.87,15.2,3.68,0.92,56.95
"134","GSW","G","Jaden Springer","GSW","PHI","GSW - PHI","PHI","Jaden Springer","6","0","0-2","0-0","1","0","2022-12-14","SAC-PHI","Jaden Springer","G","2","0","0-0","0-0","0","0","2022-12-11","CHO-PHI","Jaden Springer","G","2","4","2-2","0-0","0","0","2022-10-28","PHI-TOR","Jaden Springer","G","2","1","0-1","0-0","2","0","2022-10-24","IND-PHI","Jaden Springer","G","1","0","0-0","0-0","0","0","2022-05-12","MIA-PHI","Jaden Springer","G","7","2","1-3","0-1","2","1","2022-05-10","PHI-MIA","Jaden Springer","G","1","0","0-0","0-0","0","0","2022-05-04","PHI-MIA","Jaden Springer","G","2","4","2-2","0-0","1","0","2022-04-28","PHI-TOR","Jaden Springer","G","1","0","0-1","0-0","1","1","2022-04-23","PHI-TOR","Jaden Springer","G","4","2","1-1","0-0","2","0","2021-12-26","PHI-WAS","Jaden Springer","G","2","0","0-0","0-0","0","0","2021-10-21","PHI-NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","GSW","PF","P.J. Tucker","GSW","PHI","GSW - PHI","PHI","P.J. Tucker","24","6","2-3","2-3","4","0","2022-12-14","SAC-PHI","P.J. Tucker","PF","32","3","0-3","0-1","2","0","2022-12-11","CHO-PHI","P.J. Tucker","PF","33","3","1-4","1-3","5","2","2022-12-10","LAL-PHI","P.J. Tucker","PF","42","3","1-2","0-1","6","1","2022-12-06","PHI-HOU","P.J. Tucker","PF","21","3","1-3","1-2","5","2","2022-12-03","PHI-MEM","P.J. Tucker","PF","20","6","2-4","2-4","1","1","2022-12-01","PHI-CLE","P.J. Tucker","PF","28","0","0-0","0-0","3","0","2022-11-29","ATL-PHI","P.J. Tucker","PF","16","0","0-0","0-0","2","1","2022-11-27","PHI-ORL","P.J. Tucker","PF","25","0","0-3","0-1","5","1","2022-11-26","PHI-ORL","P.J. Tucker","PF","34","3","1-4","1-3","7","1","2022-11-24","PHI-CHO","P.J. Tucker","PF","37","0","0-6","0-2","5","3","2022-11-23","BRK-PHI","P.J. Tucker","PF","33","0","0-1","0-0","5","1","2022-11-20","MIN-PHI","P.J. Tucker","PF","32","0","0-1","0-1","4","2","2022-11-19","MIL-PHI","P.J. Tucker","PF","30","0","0-0","0-0","1","1","2022-11-14","UTA-PHI","P.J. Tucker","PF","31","2","1-1","0-0","6","2","2022-11-13","ATL-PHI","P.J. Tucker","PF","24","3","1-2","1-2","3","0","2022-11-11","PHI-ATL","P.J. Tucker","PF","30","4","2-2","0-0","8","1","2022-11-08","PHO-PHI","P.J. Tucker","PF","25","3","1-5","0-3","5","2","2022-11-04","NYK-PHI","P.J. Tucker","PF","28","5","2-2","1-1","2","0","2022-11-02","WAS-PHI","P.J. Tucker","PF","32","13","6-8","1-3","5","1","2022-10-31","PHI-WAS","P.J. Tucker","PF","36","7","3-6","0-2","9","4","2022-03-23","GSW-MIA","P.J. Tucker","PF","28","6","2-4","2-3","3","1","2022-01-04","MIA-GSW","P.J. Tucker","PF","30","15","5-6","5-5","5","1","2020-02-21","HOU-GSW","P.J. Tucker","PF","38","7","3-6","1-4","8","2","2019-12-25","HOU-GSW","P.J. Tucker","PF","38","22","9-14","4-8","11","4","2019-11-07","GSW-HOU",NA,21.08,9.4,2.7,0.99,44.54,20.93,9.46,2.62,1.86,45.41,23.08,9.81,3.4,2.08,47.42
"136","GSW","PF","Tobias Harris","GSW","PHI","GSW - PHI","PHI","Tobias Harris","34","21","9-17","2-7","7","9","2022-12-14","SAC-PHI","Tobias Harris","PF","33","17","7-12","2-5","4","2","2022-12-11","CHO-PHI","Tobias Harris","PF","41","14","5-11","2-6","9","4","2022-12-10","LAL-PHI","Tobias Harris","PF","46","27","9-15","7-8","4","1","2022-12-06","PHI-HOU","Tobias Harris","PF","38","21","7-14","5-6","11","1","2022-12-03","PHI-MEM","Tobias Harris","PF","23","3","0-7","0-3","1","3","2022-12-01","PHI-CLE","Tobias Harris","PF","36","24","10-18","3-7","10","1","2022-11-29","ATL-PHI","Tobias Harris","PF","30","25","10-14","2-2","5","5","2022-11-27","PHI-ORL","Tobias Harris","PF","35","23","10-21","1-7","10","5","2022-11-26","PHI-ORL","Tobias Harris","PF","37","19","9-20","1-9","5","0","2022-11-24","PHI-CHO","Tobias Harris","PF","34","24","10-21","1-3","6","3","2022-11-23","BRK-PHI","Tobias Harris","PF","32","8","4-12","0-3","6","2","2022-11-14","UTA-PHI","Tobias Harris","PF","39","21","7-13","1-3","6","2","2022-11-13","ATL-PHI","Tobias Harris","PF","34","12","5-15","0-4","2","3","2022-11-11","PHI-ATL","Tobias Harris","PF","38","21","7-18","3-7","8","6","2022-11-08","PHO-PHI","Tobias Harris","PF","37","23","9-15","3-7","9","4","2022-11-04","NYK-PHI","Tobias Harris","PF","34","16","6-12","4-5","9","4","2022-11-02","WAS-PHI","Tobias Harris","PF","34","16","6-10","1-3","5","1","2022-10-31","PHI-WAS","Tobias Harris","PF","31","13","4-6","3-4","5","3","2022-10-30","PHI-CHI","Tobias Harris","PF","28","13","5-14","2-8","5","3","2022-10-28","PHI-TOR","Tobias Harris","PF","34","16","4-9","1-4","9","3","2021-12-12","GSW-PHI","Tobias Harris","PF","36","25","9-18","1-2","13","4","2021-03-24","PHI-GSW","Tobias Harris","PF","35","24","10-23","1-5","4","4","2020-03-08","PHI-GSW","Tobias Harris","PF","37","14","6-10","1-3","7","4","2020-01-29","GSW-PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,21.08,9.4,2.7,0.99,44.54,20.93,9.46,2.62,1.86,45.41,23.08,9.81,3.4,2.08,47.42
