"","Opponent","regular_1_position","Player","Away","Home","matchup","Team","regular_1_name","regular_1_min","regular_1_pts","regular_1_fg","regular_1_fg3","regular_1_reb","regular_1_ast","regular_1_game_date","regular_1_matchup","regular_2_name","regular_2_position","regular_2_min","regular_2_pts","regular_2_fg","regular_2_fg3","regular_2_reb","regular_2_ast","regular_2_game_date","regular_2_matchup","regular_3_name","regular_3_position","regular_3_min","regular_3_pts","regular_3_fg","regular_3_fg3","regular_3_reb","regular_3_ast","regular_3_game_date","regular_3_matchup","regular_4_name","regular_4_position","regular_4_min","regular_4_pts","regular_4_fg","regular_4_fg3","regular_4_reb","regular_4_ast","regular_4_game_date","regular_4_matchup","regular_5_name","regular_5_position","regular_5_min","regular_5_pts","regular_5_fg","regular_5_fg3","regular_5_reb","regular_5_ast","regular_5_game_date","regular_5_matchup","regular_6_name","regular_6_position","regular_6_min","regular_6_pts","regular_6_fg","regular_6_fg3","regular_6_reb","regular_6_ast","regular_6_game_date","regular_6_matchup","regular_7_name","regular_7_position","regular_7_min","regular_7_pts","regular_7_fg","regular_7_fg3","regular_7_reb","regular_7_ast","regular_7_game_date","regular_7_matchup","regular_8_name","regular_8_position","regular_8_min","regular_8_pts","regular_8_fg","regular_8_fg3","regular_8_reb","regular_8_ast","regular_8_game_date","regular_8_matchup","regular_9_name","regular_9_position","regular_9_min","regular_9_pts","regular_9_fg","regular_9_fg3","regular_9_reb","regular_9_ast","regular_9_game_date","regular_9_matchup","regular_10_name","regular_10_position","regular_10_min","regular_10_pts","regular_10_fg","regular_10_fg3","regular_10_reb","regular_10_ast","regular_10_game_date","regular_10_matchup","regular_11_name","regular_11_position","regular_11_min","regular_11_pts","regular_11_fg","regular_11_fg3","regular_11_reb","regular_11_ast","regular_11_game_date","regular_11_matchup","regular_12_name","regular_12_position","regular_12_min","regular_12_pts","regular_12_fg","regular_12_fg3","regular_12_reb","regular_12_ast","regular_12_game_date","regular_12_matchup","regular_13_name","regular_13_position","regular_13_min","regular_13_pts","regular_13_fg","regular_13_fg3","regular_13_reb","regular_13_ast","regular_13_game_date","regular_13_matchup","regular_14_name","regular_14_position","regular_14_min","regular_14_pts","regular_14_fg","regular_14_fg3","regular_14_reb","regular_14_ast","regular_14_game_date","regular_14_matchup","regular_15_name","regular_15_position","regular_15_min","regular_15_pts","regular_15_fg","regular_15_fg3","regular_15_reb","regular_15_ast","regular_15_game_date","regular_15_matchup","regular_16_name","regular_16_position","regular_16_min","regular_16_pts","regular_16_fg","regular_16_fg3","regular_16_reb","regular_16_ast","regular_16_game_date","regular_16_matchup","regular_17_name","regular_17_position","regular_17_min","regular_17_pts","regular_17_fg","regular_17_fg3","regular_17_reb","regular_17_ast","regular_17_game_date","regular_17_matchup","regular_18_name","regular_18_position","regular_18_min","regular_18_pts","regular_18_fg","regular_18_fg3","regular_18_reb","regular_18_ast","regular_18_game_date","regular_18_matchup","regular_19_name","regular_19_position","regular_19_min","regular_19_pts","regular_19_fg","regular_19_fg3","regular_19_reb","regular_19_ast","regular_19_game_date","regular_19_matchup","regular_20_name","regular_20_position","regular_20_min","regular_20_pts","regular_20_fg","regular_20_fg3","regular_20_reb","regular_20_ast","regular_20_game_date","regular_20_matchup","opponent_1_name","opponent_1_position","opponent_1_min","opponent_1_pts","opponent_1_fg","opponent_1_fg3","opponent_1_reb","opponent_1_ast","opponent_1_game_date","opponent_1_matchup","opponent_2_name","opponent_2_position","opponent_2_min","opponent_2_pts","opponent_2_fg","opponent_2_fg3","opponent_2_reb","opponent_2_ast","opponent_2_game_date","opponent_2_matchup","opponent_3_name","opponent_3_position","opponent_3_min","opponent_3_pts","opponent_3_fg","opponent_3_fg3","opponent_3_reb","opponent_3_ast","opponent_3_game_date","opponent_3_matchup","opponent_4_name","opponent_4_position","opponent_4_min","opponent_4_pts","opponent_4_fg","opponent_4_fg3","opponent_4_reb","opponent_4_ast","opponent_4_game_date","opponent_4_matchup","opponent_5_name","opponent_5_position","opponent_5_min","opponent_5_pts","opponent_5_fg","opponent_5_fg3","opponent_5_reb","opponent_5_ast","opponent_5_game_date","opponent_5_matchup","PotentialAssists","Matchup_Points.7","Matchup_Rebounds.7","Matchup_Assists.7","Matchup_3PM.7","Matchup_FG%.7","Matchup_Points.15","Matchup_Rebounds.15","Matchup_Assists.15","Matchup_3PM.15","Matchup_FG%.15","Matchup_Points.30","Matchup_Rebounds.30","Matchup_Assists.30","Matchup_3PM.30","Matchup_FG%.30"
"117","DET","C","Alex Len","SAC","DET","SAC - DET","SAC","Alex Len","1","0","0-1","0-0","1","1","2022-12-08","SAC-MIL","Alex Len","C","4","2","1-2","0-0","0","0","2022-12-03","SAC-LAC","Alex Len","C","5","4","2-3","0-0","5","1","2022-12-01","IND-SAC","Alex Len","C","2","0","0-0","0-0","0","0","2022-11-18","SAS-SAC","Alex Len","C","5","4","2-2","0-0","1","0","2022-11-16","BRK-SAC","Alex Len","C","2","0","0-1","0-0","0","0","2022-10-31","SAC-CHO","Alex Len","C","3","1","0-0","0-0","1","0","2022-10-29","MIA-SAC","Alex Len","C","3","0","0-0","0-0","1","0","2022-10-28","MEM-SAC","Alex Len","C","4","0","0-1","0-0","0","0","2022-04-02","SAC-HOU","Alex Len","C","4","2","1-1","0-0","1","0","2022-03-31","SAC-HOU","Alex Len","C","22","15","6-8","0-0","3","2","2022-03-26","SAC-ORL","Alex Len","C","18","5","2-4","0-1","2","2","2022-03-23","SAC-IND","Alex Len","C","11","4","2-5","0-1","2","0","2022-03-10","DEN-SAC","Alex Len","C","6","3","1-2","0-0","0","0","2022-02-27","SAC-DEN","Alex Len","C","19","4","2-3","0-0","3","1","2022-02-09","MIN-SAC","Alex Len","C","8","2","1-1","0-0","1","4","2022-02-06","OKC-SAC","Alex Len","C","7","2","0-0","0-0","4","0","2022-01-27","SAC-ATL","Alex Len","C","13","1","0-3","0-0","4","2","2022-01-16","HOU-SAC","Alex Len","C","12","2","1-2","0-0","4","2","2022-01-15","HOU-SAC","Alex Len","C","18","8","3-4","0-0","3","3","2022-01-13","LAL-SAC","Alex Len","C","7","8","4-4","0-0","0","0","2021-04-18","DET-WAS","Alex Len","C","21","14","7-12","0-0","5","0","2021-04-01","WAS-DET","Alex Len","C","15","12","6-11","0-1","1","0","2021-03-28","DET-WAS","Alex Len","C","28","8","4-8","0-0","13","0","2020-03-01","DET-SAC","Alex Len","C","16","12","5-7","0-0","3","1","2019-11-23","ATL-DET",NA,23.27,17.06,4.26,0,59.75,24.82,17.76,4.31,0.08,64.2,22.31,16.13,3.49,0.56,61.61
"118","DET","C","Richaun Holmes","SAC","DET","SAC - DET","SAC","Richaun Holmes","3","2","1-2","0-0","0","0","2022-12-15","SAC-TOR","Richaun Holmes","C","6","7","3-4","1-1","3","0","2022-12-14","SAC-PHI","Richaun Holmes","C","1","2","1-1","0-0","0","0","2022-12-08","SAC-MIL","Richaun Holmes","C","7","0","0-0","0-0","0","0","2022-12-03","SAC-LAC","Richaun Holmes","C","7","0","0-2","0-1","1","0","2022-12-01","IND-SAC","Richaun Holmes","C","5","0","0-0","0-0","0","0","2022-11-26","SAC-BOS","Richaun Holmes","C","6","5","2-2","1-1","1","0","2022-11-16","BRK-SAC","Richaun Holmes","C","5","2","1-2","0-0","3","0","2022-11-05","SAC-ORL","Richaun Holmes","C","11","4","2-2","0-0","4","0","2022-11-02","SAC-MIA","Richaun Holmes","C","12","2","1-1","0-0","0","0","2022-10-31","SAC-CHO","Richaun Holmes","C","21","5","2-4","0-0","4","0","2022-10-29","MIA-SAC","Richaun Holmes","C","8","0","0-0","0-0","1","0","2022-10-28","MEM-SAC","Richaun Holmes","C","16","15","6-8","0-0","5","0","2022-10-24","SAC-GSW","Richaun Holmes","C","13","2","1-2","0-0","3","0","2022-10-23","LAC-SAC","Richaun Holmes","C","15","2","1-1","0-0","3","0","2022-10-20","POR-SAC","Richaun Holmes","C","13","6","3-5","0-0","2","1","2022-03-17","MIL-SAC","Richaun Holmes","C","10","0","0-0","0-0","1","0","2022-03-15","CHI-SAC","Richaun Holmes","C","23","7","3-8","0-0","6","1","2022-03-13","SAC-UTA","Richaun Holmes","C","16","6","2-3","0-0","6","0","2022-03-05","SAC-DAL","Richaun Holmes","C","10","0","0-3","0-0","2","0","2022-02-17","SAC-CHI","Richaun Holmes","C","28","10","4-5","0-0","3","0","2022-01-20","DET-SAC","Richaun Holmes","C","30","19","9-10","0-0","9","1","2021-11-16","SAC-DET","Richaun Holmes","C","25","15","5-8","0-0","9","1","2021-04-09","DET-SAC","Richaun Holmes","C","33","19","6-8","0-0","17","1","2021-02-27","SAC-DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.27,17.06,4.26,0,59.75,24.82,17.76,4.31,0.08,64.2,22.31,16.13,3.49,0.56,61.61
"119","DET","F","Chima Moneke","SAC","DET","SAC - DET","SAC","Chima Moneke","2","2","1-1","0-0","0","0","2022-11-18","SAS-SAC","Chima Moneke","F","6","0","0-1","0-0","2","1","2022-10-28","MEM-SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","DET","PF","Domantas Sabonis","SAC","DET","SAC - DET","SAC","Domantas Sabonis","40","21","10-13","0-0","20","7","2022-12-15","SAC-TOR","Domantas Sabonis","PF","30","22","8-10","0-0","10","5","2022-12-14","SAC-PHI","Domantas Sabonis","PF","39","20","7-10","0-0","12","4","2022-12-11","SAC-NYK","Domantas Sabonis","PF","37","18","5-12","0-1","18","6","2022-12-10","SAC-CLE","Domantas Sabonis","PF","36","23","9-11","1-1","12","7","2022-12-08","SAC-MIL","Domantas Sabonis","PF","36","11","2-4","1-1","17","10","2022-12-04","CHI-SAC","Domantas Sabonis","PF","26","24","10-11","2-2","5","6","2022-12-03","SAC-LAC","Domantas Sabonis","PF","23","11","5-9","1-2","10","7","2022-12-01","IND-SAC","Domantas Sabonis","PF","37","17","8-10","1-2","9","10","2022-11-29","PHO-SAC","Domantas Sabonis","PF","33","18","7-13","0-2","10","6","2022-11-26","SAC-BOS","Domantas Sabonis","PF","34","15","6-11","0-1","14","7","2022-11-24","SAC-ATL","Domantas Sabonis","PF","37","9","3-8","0-1","13","8","2022-11-23","SAC-MEM","Domantas Sabonis","PF","34","15","4-5","1-1","13","7","2022-11-20","DET-SAC","Domantas Sabonis","PF","32","16","4-5","1-1","8","1","2022-11-18","SAS-SAC","Domantas Sabonis","PF","28","17","6-6","0-0","7","7","2022-11-16","BRK-SAC","Domantas Sabonis","PF","34","26","10-17","2-2","22","8","2022-11-14","GSW-SAC","Domantas Sabonis","PF","32","21","9-15","0-0","10","6","2022-11-12","SAC-LAL","Domantas Sabonis","PF","35","21","5-8","0-1","5","6","2022-11-10","CLE-SAC","Domantas Sabonis","PF","33","19","6-15","0-2","14","6","2022-11-08","SAC-GSW","Domantas Sabonis","PF","38","25","10-14","0-1","11","6","2022-11-05","SAC-ORL","Domantas Sabonis","PF","34","15","4-5","1-1","13","7","2022-11-20","DET-SAC","Domantas Sabonis","PF","31","12","5-9","0-1","9","6","2021-12-17","DET-IND","Domantas Sabonis","PF","35","15","4-7","0-1","11","1","2021-11-18","IND-DET","Domantas Sabonis","PF","33","14","5-13","0-2","11","4","2021-03-24","DET-IND","Domantas Sabonis","PF","38","26","9-14","2-4","8","8","2021-02-12","IND-DET",11.1,23.79,8.42,2.98,2.34,52.59,23.29,8.68,2.87,2.38,53.75,24.01,9.95,3.46,2.16,51.01
"121","DET","PF","Chimezie Metu","SAC","DET","SAC - DET","SAC","Chimezie Metu","5","2","1-1","0-0","0","0","2022-12-15","SAC-TOR","Chimezie Metu","PF","10","5","2-6","1-3","4","0","2022-12-14","SAC-PHI","Chimezie Metu","PF","9","0","0-0","0-0","2","0","2022-12-11","SAC-NYK","Chimezie Metu","PF","11","6","2-3","0-0","2","1","2022-12-10","SAC-CLE","Chimezie Metu","PF","10","5","2-4","1-2","3","1","2022-12-08","SAC-MIL","Chimezie Metu","PF","12","10","5-5","0-0","3","1","2022-12-04","CHI-SAC","Chimezie Metu","PF","15","10","3-3","0-0","8","2","2022-12-03","SAC-LAC","Chimezie Metu","PF","17","8","4-7","0-1","8","1","2022-12-01","IND-SAC","Chimezie Metu","PF","11","4","1-2","0-0","0","0","2022-11-29","PHO-SAC","Chimezie Metu","PF","10","4","1-2","0-0","2","0","2022-11-26","SAC-BOS","Chimezie Metu","PF","14","5","2-3","1-1","6","1","2022-11-24","SAC-ATL","Chimezie Metu","PF","11","10","5-7","0-1","3","0","2022-11-23","SAC-MEM","Chimezie Metu","PF","14","6","3-4","0-1","6","0","2022-11-20","DET-SAC","Chimezie Metu","PF","14","10","4-4","1-1","3","1","2022-11-18","SAS-SAC","Chimezie Metu","PF","15","2","1-3","0-1","4","0","2022-11-16","BRK-SAC","Chimezie Metu","PF","13","8","4-6","0-2","2","0","2022-11-14","GSW-SAC","Chimezie Metu","PF","16","10","4-8","1-3","5","0","2022-11-12","SAC-LAL","Chimezie Metu","PF","13","6","3-5","0-2","1","1","2022-11-10","CLE-SAC","Chimezie Metu","PF","15","2","1-3","0-0","2","3","2022-11-08","SAC-GSW","Chimezie Metu","PF","11","6","2-3","0-0","3","1","2022-11-05","SAC-ORL","Chimezie Metu","PF","14","6","3-4","0-1","6","0","2022-11-20","DET-SAC","Chimezie Metu","PF","21","3","1-2","0-0","4","3","2022-01-20","DET-SAC","Chimezie Metu","PF","32","16","6-11","2-6","10","0","2021-11-16","SAC-DET","Chimezie Metu","PF","6","6","3-4","0-0","2","0","2021-04-09","DET-SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.79,8.42,2.98,2.34,52.59,23.29,8.68,2.87,2.38,53.75,24.01,9.95,3.46,2.16,51.01
"122","DET","PF","Trey Lyles","SAC","DET","SAC - DET","SAC","Trey Lyles","12","5","2-4","1-2","3","2","2022-12-15","SAC-TOR","Trey Lyles","PF","17","2","1-4","0-2","6","0","2022-12-14","SAC-PHI","Trey Lyles","PF","9","8","3-6","1-2","3","0","2022-12-11","SAC-NYK","Trey Lyles","PF","17","5","2-5","1-3","2","1","2022-12-10","SAC-CLE","Trey Lyles","PF","7","0","0-3","0-1","1","0","2022-12-08","SAC-MIL","Trey Lyles","PF","8","0","0-1","0-1","3","1","2022-12-03","SAC-LAC","Trey Lyles","PF","8","6","1-1","1-1","2","0","2022-11-26","SAC-BOS","Trey Lyles","PF","20","12","4-7","1-3","7","2","2022-11-24","SAC-ATL","Trey Lyles","PF","15","0","0-1","0-1","3","0","2022-11-23","SAC-MEM","Trey Lyles","PF","10","3","1-4","1-4","0","0","2022-11-20","DET-SAC","Trey Lyles","PF","20","14","5-8","1-4","3","0","2022-11-18","SAS-SAC","Trey Lyles","PF","18","12","4-13","3-8","5","0","2022-11-16","BRK-SAC","Trey Lyles","PF","5","0","0-2","0-2","0","1","2022-11-14","GSW-SAC","Trey Lyles","PF","15","0","0-4","0-4","2","1","2022-11-12","SAC-LAL","Trey Lyles","PF","19","16","5-9","4-7","1","1","2022-11-10","CLE-SAC","Trey Lyles","PF","4","2","1-1","0-0","1","0","2022-11-08","SAC-GSW","Trey Lyles","PF","30","15","5-10","4-7","3","2","2022-11-05","SAC-ORL","Trey Lyles","PF","13","3","1-3","1-3","4","1","2022-11-02","SAC-MIA","Trey Lyles","PF","21","6","1-4","1-3","4","3","2022-10-31","SAC-CHO","Trey Lyles","PF","18","10","4-7","2-4","5","0","2022-10-29","MIA-SAC","Trey Lyles","PF","10","3","1-4","1-4","0","0","2022-11-20","DET-SAC","Trey Lyles","PF","18","12","5-8","0-2","6","1","2022-02-09","DET-DAL","Trey Lyles","PF","17","16","6-13","1-3","7","1","2022-02-06","DET-MIN","Trey Lyles","PF","16","9","3-10","1-3","6","0","2022-02-05","BOS-DET","Trey Lyles","PF","18","13","4-6","1-2","0","0","2022-02-04","MIN-DET",NA,23.79,8.42,2.98,2.34,52.59,23.29,8.68,2.87,2.38,53.75,24.01,9.95,3.46,2.16,51.01
"123","DET","PG","Davion Mitchell","SAC","DET","SAC - DET","SAC","Davion Mitchell","12","2","1-3","0-2","3","2","2022-12-15","SAC-TOR","Davion Mitchell","PG","19","2","1-8","0-2","3","4","2022-12-14","SAC-PHI","Davion Mitchell","PG","25","7","3-5","1-2","3","2","2022-12-11","SAC-NYK","Davion Mitchell","PG","33","8","3-5","1-2","4","6","2022-12-10","SAC-CLE","Davion Mitchell","PG","20","4","2-5","0-2","2","1","2022-12-08","SAC-MIL","Davion Mitchell","PG","24","9","3-9","0-3","3","5","2022-12-04","CHI-SAC","Davion Mitchell","PG","17","4","2-6","0-3","3","4","2022-12-03","SAC-LAC","Davion Mitchell","PG","20","8","3-6","2-3","1","2","2022-12-01","IND-SAC","Davion Mitchell","PG","25","7","2-7","1-3","3","2","2022-11-29","PHO-SAC","Davion Mitchell","PG","14","13","5-6","1-1","0","1","2022-11-26","SAC-BOS","Davion Mitchell","PG","19","4","2-6","0-1","0","2","2022-11-24","SAC-ATL","Davion Mitchell","PG","19","2","1-5","0-3","2","4","2022-11-23","SAC-MEM","Davion Mitchell","PG","14","5","2-5","1-3","1","3","2022-11-20","DET-SAC","Davion Mitchell","PG","28","6","3-6","0-1","2","4","2022-11-18","SAS-SAC","Davion Mitchell","PG","17","8","3-4","0-1","0","3","2022-11-16","BRK-SAC","Davion Mitchell","PG","14","2","1-3","0-2","1","1","2022-11-14","GSW-SAC","Davion Mitchell","PG","20","6","2-4","2-3","0","0","2022-11-12","SAC-LAL","Davion Mitchell","PG","20","7","3-6","1-4","1","3","2022-11-10","CLE-SAC","Davion Mitchell","PG","21","12","5-11","2-5","0","1","2022-11-08","SAC-GSW","Davion Mitchell","PG","13","0","0-2","0-1","1","1","2022-11-05","SAC-ORL","Davion Mitchell","PG","14","5","2-5","1-3","1","3","2022-11-20","DET-SAC","Davion Mitchell","PG","24","13","5-9","3-4","1","4","2022-01-20","DET-SAC","Davion Mitchell","PG","19","7","3-6","1-2","0","7","2021-11-16","SAC-DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,18.7,6.37,10.34,1.98,38.1,21.64,4.9,9.75,1.96,43.73,25.08,6.12,9.15,2.78,46.66
"124","DET","PG","De'Aaron Fox","SAC","DET","SAC - DET","SAC","De'Aaron Fox","41","27","9-23","4-8","6","10","2022-12-15","SAC-TOR","De'Aaron Fox","PG","29","13","5-15","1-7","4","1","2022-12-14","SAC-PHI","De'Aaron Fox","PG","32","15","5-16","1-6","2","2","2022-12-08","SAC-MIL","De'Aaron Fox","PG","32","16","5-14","2-7","7","4","2022-12-04","CHI-SAC","De'Aaron Fox","PG","28","14","5-12","1-4","6","4","2022-12-03","SAC-LAC","De'Aaron Fox","PG","27","19","7-11","1-1","5","6","2022-12-01","IND-SAC","De'Aaron Fox","PG","29","11","4-12","1-3","5","5","2022-11-29","PHO-SAC","De'Aaron Fox","PG","31","20","6-17","3-9","4","2","2022-11-26","SAC-BOS","De'Aaron Fox","PG","32","18","7-20","1-5","5","5","2022-11-24","SAC-ATL","De'Aaron Fox","PG","35","32","11-21","5-8","8","6","2022-11-23","SAC-MEM","De'Aaron Fox","PG","36","33","11-18","2-4","4","7","2022-11-20","DET-SAC","De'Aaron Fox","PG","32","28","11-15","2-3","3","8","2022-11-18","SAS-SAC","De'Aaron Fox","PG","24","14","5-12","1-5","4","9","2022-11-16","BRK-SAC","De'Aaron Fox","PG","34","22","10-19","2-4","4","8","2022-11-14","GSW-SAC","De'Aaron Fox","PG","36","32","13-19","2-5","7","12","2022-11-12","SAC-LAL","De'Aaron Fox","PG","29","15","6-14","1-4","2","8","2022-11-10","CLE-SAC","De'Aaron Fox","PG","37","28","8-17","2-5","2","6","2022-11-08","SAC-GSW","De'Aaron Fox","PG","40","37","14-24","2-7","5","3","2022-11-05","SAC-ORL","De'Aaron Fox","PG","9","8","2-4","1-3","0","1","2022-10-31","SAC-CHO","De'Aaron Fox","PG","36","17","6-17","0-2","13","5","2022-10-29","MIA-SAC","De'Aaron Fox","PG","36","33","11-18","2-4","4","7","2022-11-20","DET-SAC","De'Aaron Fox","PG","37","27","10-20","0-3","6","8","2022-01-20","DET-SAC","De'Aaron Fox","PG","33","19","8-19","1-4","6","9","2021-11-16","SAC-DET","De'Aaron Fox","PG","37","23","8-19","0-5","9","7","2021-04-09","DET-SAC","De'Aaron Fox","PG","38","27","9-21","1-7","5","6","2021-02-27","SAC-DET",11.6,18.7,6.37,10.34,1.98,38.1,21.64,4.9,9.75,1.96,43.73,25.08,6.12,9.15,2.78,46.66
"125","DET","PG","Matthew Dellavedova","SAC","DET","SAC - DET","SAC","Matthew Dellavedova","13","2","1-3","0-2","0","4","2022-12-11","SAC-NYK","Matthew Dellavedova","PG","16","3","1-1","1-1","1","4","2022-12-10","SAC-CLE","Matthew Dellavedova","PG","1","0","0-0","0-0","0","0","2022-12-08","SAC-MIL","Matthew Dellavedova","PG","7","3","1-3","0-0","1","1","2022-12-03","SAC-LAC","Matthew Dellavedova","PG","7","0","0-3","0-1","0","0","2022-12-01","IND-SAC","Matthew Dellavedova","PG","5","2","1-2","0-1","0","2","2022-11-26","SAC-BOS","Matthew Dellavedova","PG","2","0","0-0","0-0","0","0","2022-11-24","SAC-ATL","Matthew Dellavedova","PG","2","0","0-0","0-0","1","0","2022-11-18","SAS-SAC","Matthew Dellavedova","PG","8","0","0-2","0-0","0","4","2022-11-16","BRK-SAC","Matthew Dellavedova","PG","20","5","2-5","1-1","2","1","2022-11-02","SAC-MIA","Matthew Dellavedova","PG","8","3","1-2","1-2","0","3","2022-10-31","SAC-CHO","Matthew Dellavedova","PG","1","0","0-0","0-0","0","0","2022-10-28","MEM-SAC","Matthew Dellavedova","PG","18","5","2-5","1-3","1","1","2021-04-25","CLE-WAS","Matthew Dellavedova","PG","14","0","0-4","0-3","2","7","2021-04-24","CLE-CHO","Matthew Dellavedova","PG","18","3","1-5","1-3","0","6","2021-04-21","CHI-CLE","Matthew Dellavedova","PG","13","4","2-3","0-0","3","4","2021-04-19","CLE-DET","Matthew Dellavedova","PG","11","0","0-3","0-0","2","2","2021-04-18","CLE-CHI","Matthew Dellavedova","PG","13","2","0-1","0-1","1","3","2021-04-16","GSW-CLE","Matthew Dellavedova","PG","16","2","1-3","0-1","0","3","2021-04-14","CLE-CHO","Matthew Dellavedova","PG","34","7","3-11","1-6","3","10","2021-04-11","NOP-CLE","Matthew Dellavedova","PG","13","4","2-3","0-0","3","4","2021-04-19","CLE-DET","Matthew Dellavedova","PG","15","2","1-1","0-0","1","4","2020-01-10","CLE-DET","Matthew Dellavedova","PG","19","3","1-3","1-2","2","9","2020-01-08","DET-CLE","Matthew Dellavedova","PG","3","2","1-2","0-1","0","0","2019-12-04","DET-CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,18.7,6.37,10.34,1.98,38.1,21.64,4.9,9.75,1.96,43.73,25.08,6.12,9.15,2.78,46.66
"126","DET","SF","Harrison Barnes","SAC","DET","SAC - DET","SAC","Harrison Barnes","36","12","4-8","0-4","8","3","2022-12-15","SAC-TOR","Harrison Barnes","SF","31","11","4-12","1-6","8","2","2022-12-14","SAC-PHI","Harrison Barnes","SF","35","15","4-10","1-5","2","2","2022-12-11","SAC-NYK","Harrison Barnes","SF","36","20","5-9","3-6","3","1","2022-12-10","SAC-CLE","Harrison Barnes","SF","33","20","6-11","2-6","3","2","2022-12-08","SAC-MIL","Harrison Barnes","SF","38","17","6-10","3-6","6","0","2022-12-04","CHI-SAC","Harrison Barnes","SF","26","10","4-6","1-3","5","2","2022-12-03","SAC-LAC","Harrison Barnes","SF","26","22","6-9","1-4","5","2","2022-12-01","IND-SAC","Harrison Barnes","SF","28","6","1-4","0-1","2","2","2022-11-29","PHO-SAC","Harrison Barnes","SF","23","12","4-9","0-0","5","1","2022-11-26","SAC-BOS","Harrison Barnes","SF","32","8","4-8","0-2","7","1","2022-11-24","SAC-ATL","Harrison Barnes","SF","33","26","7-13","4-8","4","0","2022-11-23","SAC-MEM","Harrison Barnes","SF","36","27","8-11","1-2","9","3","2022-11-20","DET-SAC","Harrison Barnes","SF","29","16","4-7","1-3","8","2","2022-11-18","SAS-SAC","Harrison Barnes","SF","21","16","5-8","2-4","4","3","2022-11-16","BRK-SAC","Harrison Barnes","SF","27","9","4-8","1-3","0","3","2022-11-14","GSW-SAC","Harrison Barnes","SF","31","13","3-7","1-3","8","2","2022-11-12","SAC-LAL","Harrison Barnes","SF","35","20","6-8","2-4","9","3","2022-11-10","CLE-SAC","Harrison Barnes","SF","22","0","0-4","0-3","3","0","2022-11-08","SAC-GSW","Harrison Barnes","SF","35","9","4-10","1-4","5","1","2022-11-05","SAC-ORL","Harrison Barnes","SF","36","27","8-11","1-2","9","3","2022-11-20","DET-SAC","Harrison Barnes","SF","34","20","4-10","1-4","2","0","2022-01-20","DET-SAC","Harrison Barnes","SF","30","15","6-12","1-3","6","1","2021-11-16","SAC-DET","Harrison Barnes","SF","40","13","5-12","1-3","4","2","2021-04-09","DET-SAC","Harrison Barnes","SF","40","21","5-14","2-7","8","7","2021-02-27","SAC-DET",4.1,23.22,6.94,2.75,4.3,44.91,22.06,7.37,2.76,3.35,42.72,21.81,7.35,3.43,2.94,42.66
